folder,filename,stt_transcription,llm_response,timestamp,tts_file_path,reference_text,wer_score,cer_score
A,2345_audio12.wav,How to prepare dokumen umroh dari Indonesia dengan benar?,"Bismillah, here's your checklist: 1. **Paspor (Passport/جواز)**: Valid min. 6 months, name should be 3 words. 2. **Visa (تأشيرة)**: Process via travel agent or app. 3. **Vaksin Meningitis & Yellow Card (تطعيم)**: Mandatory requirement. 4. **Pas Foto**: White background, size 4x6. Double check everything, ya. BarakaAllah!",2026-05-20T21:54:16.868006,data/results_tts/res_2345_audio12.wav,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang,0.8889,0.5873
A,2345_audio13.wav,Tolong buat checklist persiapan umroh termasuk barang wajib dibawah.,"*Ready, ya! Here is your quick checklist for Umrah:* **1. Documents (Wajib!):** * Passport & Visa. * Vaccination certificate. * Ticket & Hotel voucher. **2. Clothing & Gear:** * Kain Ihram (for brothers) & Abaya/Mukena (for sisters). * Comfy walking shoes/sandals. * Undergarments & modest clothes. **3. Health & Toiletries:** * Personal medicines & Vitamins. * Sunscreen & Lip balm. * Unscented soap/deodorant (for *Ihram* state). **4. Spiritual Essentials:** * Buku doa/Digital Quran. * Travel prayer mat (Sajadah). **5. Electronics & Money:** * Saudi Riyal (SAR) & Debit Card. * Universal adapter & Powerbank. *Barakallahu feek! Safe travels and semoga mabrur. Fi Amanillah!* 🕋✨",2026-05-20T21:55:03.841070,data/results_tts/res_2345_audio13.wav,Jelaskan step by step cara booking flight ke Jeddah secara online,1.0,0.8923
A,2345_audio14.wav,"Menurut kamu, belajar bahasa Arab itu susah gak untuk pemula","Laa, it's not that hard kok! Just depends on your *niyyah* and consistency. Start with basic phrases for Umrah, it'll be *sahla* (easy) insyaAllah. Semangat!",2026-05-20T21:55:25.193891,data/results_tts/res_2345_audio14.wav,How to prepare dokumen umrah dari Indonesia dengan benar,1.1111,0.875
A,2345_audio15.wav,"Ahyaanan, saya bingung mulai dari mana untuk umrah.","Ahlan wa sahlan! Don't worry, we'll make it simple. Bismillah, start with your passport and budget dulu ya. Ready to proceed?",2026-05-20T21:55:44.825341,data/results_tts/res_2345_audio15.wav,Tolong buat checklist persiapan umrah termasuk barang wajib dibawa,1.0,0.803
A,2347_audio1.wav,"Aku mau buk fly kejejada minggu depan, bisa bantu schedule","Bisa banget! *I'll help you check the flight options* ke Jeddah. *InshaAllah*, spill tanggal and preferred time-nya ya!",2026-05-20T21:56:03.863184,data/results_tts/res_2347_audio1.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.4545,0.1719
A,2347_audio11.wav,"Kenapa, fasting di Ramadan itu wajib bagi muslim?","Karena it's a *faridha* (obligatory) command from Allah and one of the *Arkan al-Islam*. The main goal is to achieve *Taqwa* (piety), InsyaAllah.",2026-05-20T21:56:22.668928,data/results_tts/res_2347_audio11.wav,Kenapa fasting di Ramadan itu wajib bagi muslim,0.25,0.0426
A,2347_audio14.wav,How to prepare dokumen umrah dari Indonesia dengan benar.,"First, ensure your **Passport** valid min 6 months. Second, apply for **Visa Umrah** via travel agent. Third, vaccination Meningitis for the **Yellow Book**. Jangan lupa prepare foto background putih. *Biidznillah* all will be smooth. *Barakallahu fik*!",2026-05-20T21:56:43.701951,data/results_tts/res_2347_audio14.wav,How to prepare dokumen umrah dari Indonesia dengan benar,0.1111,0.0179
A,2347_audio17.wav,"Menurut kamu, belajar bahasa Arab itu susah nggak untuk pemula.","Gak susah kok, *it depends on your effort*. *Sahl* banget if you start with basic phrases. *Bi-idhnillah*, pasti bisa!",2026-05-20T21:57:13.313254,data/results_tts/res_2347_audio17.wav,Menurut kamu belajar bahasa Arab itu susah gak untuk pemula,0.3,0.0678
A,2347_audio2.wav,"Aku butuh travel umrah simple, tapi include Madina Visit.","Ready! I'll find a *budget package* yang simple but definitely include *ziyarah* Madinah. InshaAllah, all covered. Check options-nya now?",2026-05-20T21:57:41.562533,data/results_tts/res_2347_audio2.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.3333,0.0536
A,2347_audio3.wav,Can you help aku arrange transport dari Jedah ke Madinah tomorrow?,"Na'am, sure! Insha Allah aku bantu. Please let me know jam berapa and how many people? Tafaddal!",2026-05-20T21:58:03.066937,data/results_tts/res_2347_audio3.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.1818,0.0303
A,2347_audio4.wav,Explain step by step cara apply visa Saudi dengan benar,"Here is the simple guide for your *tashira* (visa): 1. **Prepare Al-Watha'iq (Documents):** Passport (valid min. 6 months), passport-size photo, and active email. 2. **Visit the Mawqi' (Website):** Go to the official portal at *visitsaudi.com*. 3. **Fill the Form:** *Imla'* (fill) your personal details and upload your photo. 4. **Payment:** Proceed to *daf'* (payment) for the visa fee and mandatory health insurance. 5. **Intizar (Wait):** Wait for the approval email. Once received, print your e-Visa. *Sahl jiddan!* (Very easy!). Ready for your *ibadah*?",2026-05-20T21:58:44.301270,data/results_tts/res_2347_audio4.wav,Explain step by step cara apply visa Saudi dengan benar,0.0,0.0
A,2347_audio5.wav,"Ya ahi, urdu buk flyk ilajedah al usbo al kadim Hal bisa bantu Ajida Afdal schedule warih latan Mubashirah","Ahlan ya akhi! Sure, ana bisa help you find the best schedule for flights mubashirah next week. Departure city-nya dari mana and exact date-nya kapan?",2026-05-20T21:59:10.227463,data/results_tts/res_2347_audio5.wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.7222,0.1638
A,2347_audio6.wav,"Uridu Range Transport Minjidah Ilhamadina, Godan","Tafaddal, I'll check the transport range for Minjidah Ilhamadina. Mohon tunggu sebentar, let me verify the schedule first! Jazakallah.",2026-05-20T21:59:35.098151,data/results_tts/res_2347_audio6.wav,Uridu arrange transport min Jeddah ila Madinah ghadan,0.75,0.1887
A,2347_audio7.wav,"Book flight ke Jeddah lalu lanjut ke Madina, schedule terbaik kapan?","Best schedule is Nov-Feb, *afdal* because the weather is cooler. Landing di JED, then take Haramain Train to Madinah. *InsyaAllah* smooth!",2026-05-20T21:59:59.381344,data/results_tts/res_2347_audio7.wav,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan",0.1818,0.0294
A,2348_audio01.wav,aku mau buku flight kejadaan minggu depan bisa bantu schedule,"Ahlan! Sure, I can help you schedule the flight. Boleh share departure city & exact date-nya? InshaAllah we'll find the best one! ✈️",2026-05-20T22:00:11.799367,data/results_tts/res_2348_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.4545,0.1406
A,2348_audio02.wav,Aku butuh travel umrah simple tapi inklud madina visit,"Ready, Kak! Ada *Budget Package* yang simple but complete, inklud *Ziarah* Madinah. *InshaAllah* cocok. Mau detailnya?",2026-05-20T22:00:39.648764,data/results_tts/res_2348_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.2222,0.0536
A,2348_audio03.wav,Can you help aku arrange transport dari Jeddah ke Marina tomorrow?,"Na'am, sure! Aku help arrange transport-nya for tomorrow. Moment ya, let me check available options-nya.",2026-05-20T22:01:01.653351,data/results_tts/res_2348_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.1818,0.0455
A,2348_audio04.wav,Explain step by step cara apply visa Saudi dengan benar.,"*Bismillah*, here is the step-by-step guide to apply for your Saudi visa:  1. **Choose Visa Type**: Tentukan mau Tourist or Umrah visa. *Tafaddal* check which one fits your needs. 2. **Prepare Documents**: Siapkan Passport (valid min. 6 months) & digital photo. *Yalla*, make sure it's clear! 3. **Visit Official Portal**: Go to the KSA Visa or Nusuk platform. *Bil-tawfiq* avoid unofficial sites. 4. **Fill the Form**: Isi data diri accurately. Double check everything, *ya akhi/ukhti*. 5. **Payment**: Pay the visa fee via credit card or online payment. *Sahl* (easy) and fast. 6. **Receive E-Visa**: Wait for approval, then download your e-visa. *Alhamdulillah*, you're ready to go!  *Safe travels! Fi amanillah!* 🕋✈️",,data/results_tts/res_2348_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,0.1,0.0182
A,2348_audio05.wav,"Ya akhir, Uridu Book Flight Ilajir Dah Lus Bual Kodim, Hal Bisa Bantu Ajida Afdal Schedul Wari Helatan Mubashirah","Na'am, ya akhi! I can help you find the *afdal* schedule. Tolong share origin city dan travel date you, so I can check *rahla mubashirah* (direct flight) yang paling oke. *Tafaddal!*",2026-05-20T22:01:23.452818,data/results_tts/res_2348_audio05.wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.6111,0.1552
A,2348_audio06.wav,Uridu Arrange Transport Minjirdah Ilamadina Hagadan,"Na'am, noted. Transport from Jeddah ila Madinah ghadan. How many pax, ya? I'll check availability now.",2026-05-20T22:01:59.624397,data/results_tts/res_2348_audio06.wav,Uridu arrange transport min Jeddah ila Madinah ghadan,0.625,0.1321
A,2348_audio07.wav,Book flat ke Jeddah lalu lanjut ke Marina. Schedul terbaik kapan?,"Ahlan! Best schedule itu Nov-Feb, cuacanya cool. After landing in Jeddah, take Haramain Train to Madinah for fast access. Fi amanillah! ✈️🌙",2026-05-23T09:18:48.937366,data/results_tts/res_2348_audio07.wav,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan",0.3636,0.1176
A,2348_audio12.wav,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang?,"Sekarang more simple, ya! You can apply for an **E-visa** via the Nusuk platform or process it through licensed travel agents for the **Umrah Visa**. *Alhamdulillah*, it's mostly digital now. Just make sure your passport is valid. *Barakallahu feek!*",2026-05-22T14:26:10.881552,data/results_tts/res_2348_audio12.wav,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang,0.1111,0.0159
A,2348_audio13.wav,Jelaskan step-by-step cara booking flight ke Jodah secara online.,"Here are the steps, *ya Akhi/Ukhti*:  1. **Pick a Platform**: Buka travel app (Traveloka/Tiket.com) or official airline website. 2. **Set Destination**: Input departure city to Jeddah (JED). *Tafaddal* check your dates carefully. 3. **Select Flight**: Choose the best schedule & budget. *Bi-idznillah*, look for direct flights to avoid fatigue. 4. **Fill Data**: Isi passenger details accurately according to your *Paspor*. 5. **Payment**: Complete the payment *sari'* (fast) before the price changes. 6. **Get E-ticket**: Check your email for the ticket. *Alhamdulillah*, you're ready to fly!",2026-05-22T14:27:04.891576,data/results_tts/res_2348_audio13.wav,Jelaskan step by step cara booking flight ke Jeddah secara online,0.4545,0.0769
A,2348_audio14.wav,How to prepare dokumen umroh dari Indonesia dengan benar?,"Here is the checklist to prepare your *jawaaz* and other docs:  1. **Passport (*Jawaaz*):** Valid min. 6 months. 2. **Visa (*Tashirah*):** Process via travel agent or Nuusuk app. 3. **Vaccine (*Tath'im*):** Meningitis & COVID-19 certificate. 4. **Photos:** Background putih, size 4x6. 5. **ID:** KTP & KK ready.  Double check everything biar *smooth*. *Barakallahu feek!* 🕋✨",2026-05-22T14:27:51.515205,data/results_tts/res_2348_audio14.wav,How to prepare dokumen umrah dari Indonesia dengan benar,0.2222,0.0357
A,2355_audio01.wav,Aku mau book flight ke jedah minggu depan bisa bantu schedule.,"Bisa, *akhi/ukhti*! I'll help you check the flight options. *Tafaddal*, share your preferred date and budget-nya ya. Insha Allah *mubarok*!",2026-05-22T14:28:18.099902,data/results_tts/res_2355_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.2727,0.0469
A,2355_audio02.wav,"Aku butuh travel umbra, simple, tapi include Madina Visit.","Siap, I can help! Aku cariin simple package yang inclusive of Madina visits. InshaAllah, will be easy and barakah. Mau budget range berapa?",2026-05-22T14:29:04.685304,data/results_tts/res_2355_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.4444,0.0893
A,2355_audio03.wav,Can you help aku arrange transport dari Jedah ke Madina tomorrow?,"Sure, *akhi/ukhti*! Bisa banget. How many people traveling? Prefer *Haramain High Speed Railway* or private car? *InshaAllah* I'll arrange it for you.",2026-05-22T14:29:32.161730,data/results_tts/res_2355_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.2727,0.0455
A,2355_audio04.wav,Explan step by step cara apply visa Saudi dengan benar.,"*Tafaddal*, here is the simple step-by-step for your Saudi Visa: 1. **Prepare Documents:** Siapin passport (valid min. 6 months) & pas foto latest. 2. **Visit Official Portal:** Go to `visa.visitsaudi.com` or use the **Nusuk App**. *Yalla!* 3. **Fill Data:** Isi personal info carefully. Make sure no *khata'* (mistakes). 4. **Payment:** Pay the visa fee via credit card/online payment. 5. **Approval:** Wait for the email. Once received, *Alhamdulillah*, your eVisa is ready! *Safe travels, semoga mabrur!* 🕋✨",2026-05-20T22:04:21.969579,data/results_tts/res_2355_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,0.2,0.0364
A,2355_audio05.wav,"Ia aqi, uridu buk flag ilajedah al-usbun al-qadim, hal bisa bantu Ajida Afdal schedule warih latan Mubashirah.","Na'am, ya akhi! I can help you find the best schedule for direct flight ke Jeddah next week. InshaAllah, let me check the available options first ya!",2026-05-20T22:04:52.023755,data/results_tts/res_2355_audio05.wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.6667,0.1552
A,2355_audio06.wav,Uridu Rains Transport Minje Dah ila Madina Gadhan,"Abshir! I can help. Mau Haramain Train or private car for ghadan? Please share number of pax, ya.",2026-05-20T22:05:18.370205,data/results_tts/res_2355_audio06.wav,Uridu arrange transport min Jeddah ila Madinah ghadan,0.625,0.1887
A,2355_audio07.wav,Book flag kejada lalu lanjut ke Madina schedule terbaik kapan?,"Ahlan! Best schedule: landing JED morning, then direct take Haramain Train to Madinah. Start with Madinah for a more *calm* vibe before Makkah. InshaAllah, safe trip! 🕋✨",2026-05-20T22:05:26.875369,data/results_tts/res_2355_audio07.wav,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan",0.4545,0.1471
A,2355_audio10.wav,Apa perbedaan umbrah dan haji secara detail dalam Islam?,"Basically, Haji is *Rukn al-Islam* (obligatory) for those who are *istita'ah* (capable), while Umrah is *Sunnah* or recommended. Timing-wise: Haji is *fixed* (bulan Dzulhijjah), but Umrah can be done *anytime* throughout the year. Rituals: Haji includes *Wuquf* at Arafah, *Muzdalifah*, and *Mina*. Umrah doesn't have those. *Simple as that!*",2026-05-20T22:05:57.836629,data/results_tts/res_2355_audio10.wav,Apa perbedaan umrah dan hajj secara detail dalam Islam,0.3333,0.0556
A,2355_audio13.wav,jelaskan step by step cara booking flag kejada secara online,"Here is the step-by-step guide, *ya Akhi/Ukhti*:  1. *Tafaddal*, visit their official website or download the app. 2. *Sajjel* your account first (Sign up). 3. *Ikhtar* the service, select 'Flag Kejada' package. 4. Set the *al-waqt* (date & time) for your trip. 5. *Idfa'* via the available payment method. 6. Wait for confirmation, *tamam*!",2026-05-20T22:06:07.136077,data/results_tts/res_2355_audio13.wav,Jelaskan step by step cara booking flight ke Jeddah secara online,0.2727,0.1077
A,2355_audio17.wav,"Menurut kamu, belajar bahasa Arab itu susah gak untuk pemula?","Gak kok, it's doable! Yang penting *istiqomah*. *Shuwayya shuwayya* pasti bisa, *bi-idhnillah*.",2026-05-20T22:06:32.935415,data/results_tts/res_2355_audio17.wav,Menurut kamu belajar bahasa Arab itu susah gak untuk pemula,0.2,0.0339
A,2357_audio01.wav,"Aku mau buk fly kejedah minggu depan, bisa bantu schedule.","Ahlan! Bismillah, I can help you. Share tanggal pastinya ya, InshaAllah I'll check the best schedule for your safar.",2026-05-20T22:06:52.291683,data/results_tts/res_2357_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.4545,0.1406
A,2357_audio02.wav,Aku butuh travel umroh simple tapi include Madina Visit.,"Ahlan! I got you. Ada paket Basic yang simple but still include Ziyarah Madinah. InshaAllah, budget-nya berapa?",2026-05-20T22:07:04.816840,data/results_tts/res_2357_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.3333,0.0536
A,2357_audio03.wav,Can you help aku range transport dari Jedah ke Madina tomorrow?,Tafaddal! Here are the options: 1. **Haramain Train**: ~150-200 SAR (Fast & *nyaman*). 2. **SAPTCO Bus**: ~60-100 SAR (*Budget friendly*). 3. **Private Taxi**: ~400-700 SAR (Flexible). *Fi amanillah* for your trip!,2026-05-20T22:07:30.474221,data/results_tts/res_2357_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.3636,0.0758
A,2357_audio04.wav,Explain step by step cara apply visa Saudi dengan benar.,"Here is the step-by-step guide, *ya akhi/ukhti*: 1. **Choose Visa Type**: Tentukan mau Tourist eVisa (fast) or Umrah Visa via Nusuk/Agent. 2. **Prepare Documents**: Siapkan valid passport (min. 6 months), digital photo background putih, and active email. *Tafaddal*, prepare them carefully. 3. **Visit Portal**: Go to `visa.visitsaudi.com` or use the Nusuk app. *Bismillah*, start the application. 4. **Fill Data**: Input your personal details. Make sure no typos to avoid *mushkilah* (problems). 5. **Payment**: Pay the visa fee via credit card or online payment. 6. **Get Visa**: Wait for approval. Once issued, download and print your visa. *Alhamdulillah*, you're ready for the trip!",2026-05-20T22:08:00.225074,data/results_tts/res_2357_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,0.1,0.0182
A,2357_audio05.wav,"Ya kri, urdu buk flyk ilajet dah al usbu al-qardim, hal bisa bantu Ajida Afdol skejul wari laten Mubashiroh?","*Akid*, bisa banget! I can help you find the *afdol* schedule. *Min aina* departure-nya and exact date-nya kapan?",2026-05-20T22:08:41.201971,data/results_tts/res_2357_audio05.wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.7778,0.2328
A,2357_audio06.wav,Urdu Rage Transport Minjadah Ila Madinah Rodan,"Siap! I can help you book transport min Jeddah ila Madinah. InshaAllah, we'll arrange it for you. Sabran ya!",2026-05-20T22:09:00.229357,data/results_tts/res_2357_audio06.wav,Uridu arrange transport min Jeddah ila Madinah ghadan,0.625,0.1887
A,2357_audio07.wav,"Book flight ke Jeddah lalu lanjut ke Madina, schedule terbaik kapan?","Best schedule itu Nov-Feb, *weather*-nya cool. Book flight to Jeddah, then take the Haramain Train to Madinah. *Tafaddal*, mau check date?",2026-05-20T22:09:31.707965,data/results_tts/res_2357_audio07.wav,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan",0.1818,0.0294
A,2357_audio12.wav,bagaimana proses visa Saudi untuk umroh dari Indonesia sekarang?,"Sekarang process-nya more flexible, ya! You can choose: 1. **Umrah Visa** via travel agent (PPIU). 2. **Tourist eVisa** (apply online, fast response). 3. **Personal Visit Visa** (if you have an invitation). *Alhamdulillah*, it's much easier now. *Barakallahu feek!*",2026-05-20T22:10:00.540606,data/results_tts/res_2357_audio12.wav,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang,0.2222,0.0317
A,2357_audio15.wav,Tolong buat checklist persiapan umroh termasuk barang wajib di bawah.,Ready to help! Let's check your *Istidad* (preparation) for the holy trip. Here is the brief checklist: **1. Mandatory Documents (Waraqات):** *   Passport & Visa (Must-have!) *   Vaccine certificate. *   Flight ticket & Hotel voucher. **2. Clothing (Libas):** *   Kain Ihram (for men) & Abaya/Mukena (for women). *   Comfortable walking shoes/sandals. *   Underwear & socks (bring extra). **3. Health & Toiletries:** *   Personal medicines & vitamins. *   Unscented soap/deodorant (for Ihram state). *   Skincare (Sunblock & Lip balm). **4. Spiritual Gear:** *   Buku doa/Digital prayer app. *   Small prayer mat (Sajadah travel). *   Al-Qur'an pocket size. **5. Electronics & Money:** *   Universal adapter & Powerbank. *   Saudi Riyal (SAR) cash & Credit Card. *   Local SIM card/Roaming plan. *Fi amanillah* on your journey! Let me know if you need more details. 🕋✨,2026-05-20T22:10:40.602819,data/results_tts/res_2357_audio15.wav,Tolong buat checklist persiapan umrah termasuk barang wajib dibawa,0.3333,0.0606
A,2357_audio17.wav,"Menurut kamu, belajar bahasa Arab itu susah gak untuk pemula?","Waalaikumussalam! Not really susah kok. Just need consistency. Mulai from basics aja, inshaAllah *sahl* (easy). Keep it simple!",2026-05-20T22:11:40.071903,data/results_tts/res_2357_audio17.wav,Menurut kamu belajar bahasa Arab itu susah gak untuk pemula,0.2,0.0339
A,2359_audio1.wav,Aku mau book flight ke Jeddah minggu depan. Bisa bantu schedule?,"InshaAllah, can help! ✈️ Mau depart from where and exact date-nya kapan? Let's secure your ticket, barakallah!",2026-05-20T22:11:59.034931,data/results_tts/res_2359_audio1.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.0909,0.0156
A,2359_audio12.wav,Bagaimana proses pisah Saudi untuk umrah dari Indonesia sekarang?,"Sekarang more simple! Just apply via Nusuk app or use Tourist Visa (eVisa). No need for full package travel agents for the visa process. Just prepare your passport, payment, and *bi'idhnillah* you're good to go. *Tafaddal* check the official portal!",2026-05-20T22:12:22.811689,data/results_tts/res_2359_audio12.wav,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang,0.2222,0.0476
A,2359_audio14.wav,How to prepare dokumen umrah dari Indonesia dengan benar.,"Bismillah, here is your checklist agar prepare-nya smooth: 1. **Passport**: Valid minimal 6 months. 2. **Visa Umrah**: Processed via agent or app. 3. **Vaccination**: Wajib punya Buku Kuning (Meningitis). 4. **Pas Foto**: Background white, size 4x6. 5. **Flight & Hotel Voucher**: Keep digital & hard copy. Double check everything ya. *Fi amanillah!* ✈️🕋",2026-05-20T22:12:47.340771,data/results_tts/res_2359_audio14.wav,How to prepare dokumen umrah dari Indonesia dengan benar,0.1111,0.0179
A,2359_audio17.wav,Menurut kamu belajar bahasa harap itu susah ga untuk pemula?,"Not really! Awalnya emang challenging, but it's *sahl* (easy) if you start with daily phrases. *Shwayy shwayy* (pelan-pelan) aja, *bi-idhnillah* pasti bisa!",2026-05-20T22:13:11.145613,data/results_tts/res_2359_audio17.wav,Menurut kamu belajar bahasa Arab itu susah gak untuk pemula,0.3,0.0678
A,2359_audio2.wav,Aku butuh travel umrah simple tapi include Madina Visit,Ahlan! I got you. Ada simple package yang include Ziyarah Madina. Insya Allah affordable! Mau detailnya?,2026-05-20T22:13:40.135843,data/results_tts/res_2359_audio2.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.1111,0.0179
A,2359_audio3.wav,Can you help aku arrange transport dari Jeddah ke Madina tomorrow?,"Na'am, sure! Aku bantu arrange. Prefer Haramain train or private car? InshaAllah safe trip!",2026-05-20T22:14:00.783297,data/results_tts/res_2359_audio3.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.1818,0.0303
A,2359_audio4.wav,Explain step by step cara apply visa Saudi dengan benar.,"Ahlan! Here's the step-by-step to apply your Saudi Visa *bi-sahl* (easily): 1. **Choose Visa Type**: Determine if you want a *Tourist E-visa* (fast) or *Umrah Visa* via travel agent. 2. **Prepare Docs**: Passport (valid min. 6 months), digital photo, and health insurance. *Lazim* (must) be clear and valid. 3. **Online Application**: Visit the official portal (e.g., visa.visitsaudi.com), fill in your data *bi-diqqah* (accurately). 4. **Payment**: Pay the visa fee using a credit card or available online payment. 5. **Get Approval**: Check your email for the e-visa. Once *mabruk* (approved), download and print it. Safe travels, *Fi Amanillah!*",2026-05-20T22:14:54.210221,data/results_tts/res_2359_audio4.wav,Explain step by step cara apply visa Saudi dengan benar,0.1,0.0182
A,2359_audio5.wav,"Ya Aki, Uri Dubuk Flake ilajet dah al-Uzbu Al-Qadim. Hal bisa bantu Ajida Afdal Skedul Warih Latam Mubassirah?","Ahlan! Na'am, I can help you cari afdal schedule & tarikh for your trip. Please share your preference, ya!",2026-05-20T22:15:26.506642,data/results_tts/res_2359_audio5.wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.7222,0.1983
A,2359_audio6.wav,Uridu Arrange Transport Minjet Dah Ilah Madina Wadan,"Siyap! I can help arrange transport min Jeddah ilah Madina. Mau private car or bus? Tafaddal, let me know!",2026-05-20T22:15:48.073050,data/results_tts/res_2359_audio6.wav,Uridu arrange transport min Jeddah ila Madinah ghadan,0.625,0.1321
A,2359_audio7.wav,Book flight ke Jeddah lalu lanjut ke Madina. Schedul terbaik kapan?,"Best time itu November - Februari, weather-nya cool and less crowded. Insya Allah lebih nyaman. Avoid peak season like Ramadan if you want cheaper flights.  Ready to book, ya?",2026-05-20T22:16:11.300914,data/results_tts/res_2359_audio7.wav,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan",0.2727,0.0588
A,2360_audio01.wav,Aku mau book flight ke jedah minggu depan. Bisa bantu schedule?,"Afwan, can do! InshaAllah I'll help you schedule. Share departure city and preferred date-nya ya. Tayyib?",2026-05-20T22:16:31.545751,data/results_tts/res_2360_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.1818,0.0312
A,2360_audio02.wav,Aku butuh trafel umrah simpel tapi inklud Marina Visit.,"Ready, Kak! We have a *simple package* inclusive of Marina Visit. InshaAllah, it'll be a smooth trip. Mau check *available dates*-nya? Jazakallah!",2026-05-20T22:16:54.724751,data/results_tts/res_2360_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.5556,0.1429
A,2360_audio03.wav,Can you help aku arrange transport dari Jodah ke Madinah tomorrow?,"*Ahlan!* Sure, I can help you. Mau *private car* atau *Haramain High Speed Railway*? Just tell me *number of pax*-nya. *InshaAllah* I'll arrange it immediately!",2026-05-20T22:17:21.588313,data/results_tts/res_2360_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.1818,0.0455
A,2360_audio04.wav,Explain step by step cara apply visa Saudi dengan benar.,"*Ahlan!* Here is the step-by-step guide for your *tashira* (visa): 1. **Prepare *al-awraq***: Siapkan passport (valid min. 6 months) & photo background putih. 2. **Choose Visa Type**: Pilih mau e-Visa (Tourist) or Umrah Visa via approved provider. 3. **Fill the *talab***: Apply online via official portal, isi data carefully. 4. **Make *dafa'***: Lakukan payment using credit card/debit. 5. **Wait for *muwafaqah***: Tunggu approval via email.  *Done!* Sekarang tinggal prepare fisik & mental. *Barakallahu feek!* 🕋✈️",2026-05-20T22:17:50.608687,data/results_tts/res_2360_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,0.1,0.0182
A,2360_audio05.wav,"Ya Aki, Uri du buk flag ilah Jeddah al-Usbuan Al-Qadim. Hal bisa bantu adi daftar skedul wari helatan Mubashirah.","Ahlan! Sure, I can help. Tolong share exact date-nya for flight mubashirah to Jeddah al-usbuan al-qadim. I'll check the schedule for you!",2026-05-20T22:18:21.628232,data/results_tts/res_2360_audio05.wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.7778,0.2241
A,2360_audio06.wav,Uridu Arrange Transport Minjeda ilam Madina Gaudan,"Abshir! I can help you arrange it. Berapa people and mau car type apa for tomorrow? Insha Allah, ready!",2026-05-20T22:18:30.506864,data/results_tts/res_2360_audio06.wav,Uridu arrange transport min Jeddah ila Madinah ghadan,0.625,0.1321
A,2360_audio07.wav,Bookfly kejudah lalu lanjut ke Madina. Schedul terbaik kapan?,"Best schedule itu during *shoulder season* (Oct-Nov or Feb-March), *bi idhnillah* less crowded. Use Haramain Train from Jeddah to Madinah for *sur'ah* (speed) and comfort. *Barakallahu feek*!",2026-05-20T22:18:39.716963,data/results_tts/res_2360_audio07.wav,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan",0.6364,0.1765
